airport,year,X.month,carrier,arr_flights,arr_del15,carrier_ct,X.weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,X.arr_delay,X.carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Latitude,Longitude
ATL,2007,4,OO,690,104,50,6,9,0,39,5,0,4899,2004,606,327,0,1962,33.636719,-84.428067
ATL,2006,6,EV,9678,2934,1108.73,440.22,1057.41,0.85,326.78,307,53,186015,71758,31738,66780,25,15714,33.636719,-84.428067
ATL,2012,12,WN,879,204,78.28,3.72,22.86,3.48,95.67,9,3,9082,2833,149,666,92,5342,33.636719,-84.428067
ATL,2015,4,MQ,138,38,10.78,0.3,20.48,0,6.43,8,1,1721,501,34,665,0,521,33.636719,-84.428067
ATL,2011,2,F9,75,16,6.76,0.61,3.54,0,5.09,0,1,836,260,22,93,0,461,33.636719,-84.428067
ATL,2004,10,NW,417,118,32.47,22.79,58.06,0,4.68,0,0,5038,1814,999,1902,0,323,33.636719,-84.428067
ATL,2009,2,YV,88,23,11,1,10,0,1,1,0,1589,841,61,536,0,151,33.636719,-84.428067
ATL,2014,12,UA,209,55,28.08,0,9.52,0,17.4,4,0,2884,1241,0,326,0,1317,33.636719,-84.428067
ATL,2009,4,AA,582,158,52.19,8.89,59.59,0,37.33,15,11,10129,2531,570,4077,0,2951,33.636719,-84.428067
ATL,2008,8,AA,721,237,73.08,11.28,85.46,0,67.18,28,1,13459,4030,925,4328,0,4176,33.636719,-84.428067
ATL,2012,6,WN,662,135,68.35,2.31,19.86,0.2,44.28,0,1,5775,3008,151,704,3,1909,33.636719,-84.428067
ATL,2008,2,UA,222,68,17.46,4.77,15.32,0,30.45,18,0,4393,1033,505,883,0,1972,33.636719,-84.428067
ATL,2009,11,NW,30,6,0.33,0,4.74,0,0.93,0,0,268,15,0,127,0,126,33.636719,-84.428067
ATL,2003,9,CO,376,107,11.8,1,60.7,0,33.5,11,0,6638,980,21,3331,0,2306,33.636719,-84.428067
ATL,2013,11,UA,32,12,5.21,0.2,1.34,0,5.24,0,0,432,171,10,28,0,223,33.636719,-84.428067
ATL,2012,5,AA,409,98,33.12,7.16,31.66,0,26.07,3,1,6008,1531,660,1540,0,2277,33.636719,-84.428067
ATL,2013,4,F9,39,18,3,0,8.91,0,6.09,0,0,793,210,0,283,0,300,33.636719,-84.428067
ATL,2012,9,MQ,484,105,26.2,6.53,54.2,0,18.07,5,0,4702,1137,290,2128,0,1147,33.636719,-84.428067
ATL,2012,2,WN,266,26,6.37,2.54,2.82,1,13.28,1,0,1197,255,92,150,15,685,33.636719,-84.428067
ATL,2016,8,AA,1072,259,83.28,12.38,77.98,0.99,84.37,12,0,14647,4834,1202,3354,110,5147,33.636719,-84.428067
ATL,2011,7,AS,31,4,1,0,2.48,0,0.52,0,0,122,42,0,68,0,12,33.636719,-84.428067
ATL,2003,8,US,201,79,17.38,0.79,40.84,0,19.99,2,1,4222,955,68,1828,0,1371,33.636719,-84.428067
ATL,2009,12,MQ,57,23,5.55,3.61,9.55,0,4.29,9,0,1237,328,158,504,0,247,33.636719,-84.428067
ATL,2007,2,US,184,49,17.31,3.02,15.78,2.43,10.46,7,0,2330,720,111,662,52,785,33.636719,-84.428067
ATL,2013,1,MQ,524,175,45.29,16.82,81.67,0,31.22,6,0,8263,2287,1313,3074,0,1589,33.636719,-84.428067
ATL,2009,7,CO,306,77,15.46,2.66,48.65,0.12,10.11,7,3,5064,440,139,3655,8,822,33.636719,-84.428067
ATL,2013,7,F9,49,23,2.45,0.81,16.92,0,2.83,0,2,1185,63,29,901,0,192,33.636719,-84.428067
ATL,2013,3,MQ,520,128,43.09,15.52,47.73,0,21.66,14,2,6866,2439,1196,1924,0,1307,33.636719,-84.428067
ATL,2010,11,AA,416,57,20.04,0.8,22.04,0,14.12,4,0,2633,961,35,992,0,645,33.636719,-84.428067
ATL,2008,4,FL,7294,1226,111.76,4.84,538.15,0,571.24,59,7,62673,6442,308,22107,0,33816,33.636719,-84.428067
ATL,2011,12,XE,275,69,21.16,0.02,26.61,0.35,20.85,3,1,4459,1176,3,1126,12,2142,33.636719,-84.428067
ATL,2013,8,EV,8828,2121,369.88,68.51,609.42,2.05,1071.13,130,21,124189,28648,5214,23741,210,66376,33.636719,-84.428067
ATL,2016,5,UA,548,87,28.25,0.84,29.16,0,28.75,1,0,4285,1522,21,1118,0,1624,33.636719,-84.428067
ATL,2016,2,DL,18645,2142,592.13,107.54,722.43,0,719.91,58,29,151345,64864,12926,28417,0,45138,33.636719,-84.428067
ATL,2004,9,US,317,127,31.63,0,79.45,0,15.92,23,1,7289,1955,0,3954,0,1380,33.636719,-84.428067
ATL,2005,4,FL,5372,963,115.1,4.03,422.56,0,421.31,65,24,73702,5909,1000,31647,0,35146,33.636719,-84.428067
ATL,2003,11,NW,362,67,20.72,6.51,36.5,0,3.27,3,0,3044,1241,326,1278,0,199,33.636719,-84.428067
ATL,2013,11,US,426,76,21.57,0.17,32.29,0,21.97,4,0,3595,1540,13,1062,0,980,33.636719,-84.428067
ATL,2007,12,YV,222,77,46,1,20,0,10,7,1,4901,2963,40,1055,0,843,33.636719,-84.428067
ATL,2015,10,AA,975,135,64.78,2.28,25.99,0.09,41.86,8,0,7514,3498,193,769,5,3049,33.636719,-84.428067
ATL,2015,2,WN,3312,497,158.21,6.23,114.27,0.25,218.05,151,3,22130,7790,544,3565,4,10227,33.636719,-84.428067
ATL,2008,8,XE,182,54,14.97,2.55,18.03,0.17,18.27,5,0,3342,899,147,1164,4,1128,33.636719,-84.428067
ATL,2005,6,OH,566,152,30.05,36.84,84.11,0,1,9,0,9303,1981,2750,4504,0,68,33.636719,-84.428067
ATL,2008,1,DL,12282,1756,430.32,38.12,796.57,0.89,490.1,433,33,91708,32555,4145,27837,49,27122,33.636719,-84.428067
ATL,2009,3,MQ,58,22,7.45,0.39,10.84,0,3.32,2,0,1314,508,25,532,0,249,33.636719,-84.428067
ATL,2007,11,MQ,59,15,4.43,0.09,5.17,0,5.32,2,0,818,378,7,203,0,230,33.636719,-84.428067
ATL,2004,3,EV,6465,735,178.84,52.99,442.58,2.94,57.64,64,4,36522,13046,2445,18814,77,2140,33.636719,-84.428067
ATL,2010,2,MQ,52,12,6.75,0.44,3.52,0,1.29,4,0,466,195,7,145,0,119,33.636719,-84.428067
ATL,2013,2,AA,396,53,20.65,1.53,6.65,0,24.16,11,2,2125,938,40,190,0,957,33.636719,-84.428067
ATL,2008,9,XE,91,12,5.85,0,1.33,0,4.82,2,0,774,357,0,61,0,356,33.636719,-84.428067
ATL,2012,3,WN,499,86,32.84,3.25,15.18,0.94,33.79,0,1,3336,1154,98,491,22,1571,33.636719,-84.428067
ATL,2015,8,F9,538,127,17.42,1.01,72.75,0,35.82,2,2,7507,972,86,3159,0,3290,33.636719,-84.428067
ATL,2010,2,AS,28,2,1,0.81,0.19,0,0,0,0,31,15,13,3,0,0,33.636719,-84.428067
ATL,2015,7,F9,528,161,29.05,1.26,83.44,0,47.25,3,2,10643,2626,47,3942,0,4028,33.636719,-84.428067
ATL,2009,4,MQ,56,11,2.68,0.54,6.53,0,1.26,2,1,741,129,48,495,0,69,33.636719,-84.428067
ATL,2006,6,YV,232,102,48,2,7,0,45,12,2,8208,2531,45,606,0,5026,33.636719,-84.428067
ATL,2013,9,UA,30,7,1.93,1,0,0,4.07,0,0,661,191,124,0,0,346,33.636719,-84.428067
ATL,2014,8,US,489,105,34,1.04,41.94,0.07,27.96,1,1,4866,1556,60,1978,4,1268,33.636719,-84.428067
ATL,2008,10,OO,216,51,4.35,0,23.48,0,23.17,6,1,2683,323,0,893,0,1467,33.636719,-84.428067
ATL,2005,3,US,367,178,50.43,1.28,73.19,0,53.09,22,0,11250,2336,146,4999,0,3769,33.636719,-84.428067
ATL,2016,1,EV,4690,791,187.26,0,168.37,0,435.37,62,1,57941,23145,0,5263,0,29533,33.636719,-84.428067
ATL,2004,5,DL,17835,4773,668.25,78.68,3057.26,1,967.82,217,38,256979,47323,7548,137817,22,64269,33.636719,-84.428067
ATL,2015,2,UA,227,48,23.76,0.09,13.31,0,10.85,17,0,2396,1240,9,477,0,670,33.636719,-84.428067
ATL,2004,11,OH,1300,453,142.97,71.82,227.9,0.82,9.49,35,3,25438,8458,5165,11486,14,315,33.636719,-84.428067
ATL,2005,11,HP,164,38,14.01,0,17.49,0.61,5.89,2,1,1377,517,0,652,28,180,33.636719,-84.428067
ATL,2016,10,AS,53,2,0,0,0,0,2,0,0,83,0,0,0,0,83,33.636719,-84.428067
ATL,2016,8,NK,620,159,11.05,0.96,124.47,0,22.52,7,0,12199,538,27,8931,0,2703,33.636719,-84.428067
ATL,2003,8,UA,396,98,21.98,0.76,45.72,0,29.53,6,1,5316,1222,40,1801,0,2253,33.636719,-84.428067
ATL,2014,9,AA,352,99,42.17,1,33.89,0,21.94,0,0,4424,2206,16,1035,0,1167,33.636719,-84.428067
ATL,2014,1,MQ,372,112,23.94,15.27,49.7,0,23.09,57,1,6748,1357,1172,2198,0,2021,33.636719,-84.428067
ATL,2015,2,AA,358,58,28.22,3.9,16.49,0,9.39,20,1,3763,1357,825,988,0,593,33.636719,-84.428067
ATL,2009,8,FL,7212,1872,194.72,9.25,772.26,0,895.77,40,18,101027,10866,718,34047,0,55396,33.636719,-84.428067
ATL,2005,1,DH,226,64,8.18,0.3,34.05,0,21.47,12,0,3288,375,17,1663,0,1233,33.636719,-84.428067
ATL,2007,8,FL,7893,1919,219.85,19.91,834.05,0,845.18,94,62,124770,12682,1122,49164,0,61802,33.636719,-84.428067
ATL,2003,6,RU,153,20,3.56,0.43,11.19,0,4.81,0,0,750,117,10,436,0,187,33.636719,-84.428067
ATL,2003,7,US,202,68,14.53,1.82,35.35,0,16.29,2,0,3549,691,304,1593,0,961,33.636719,-84.428067
ATL,2004,11,NW,458,160,35.25,42.01,76.1,0,6.63,4,0,7881,1879,2382,3291,0,329,33.636719,-84.428067
ATL,2009,2,OO,624,128,11.97,0,55.94,0,60.09,12,1,5669,765,0,2062,0,2842,33.636719,-84.428067
ATL,2007,2,CO,337,63,15.38,2.94,23.07,0,21.6,5,0,3376,909,342,952,0,1173,33.636719,-84.428067
ATL,2008,6,OH,510,208,72.74,54.76,70.69,0,9.81,16,1,11976,4306,4013,3001,0,656,33.636719,-84.428067
ATL,2010,10,DL,15993,2324,599.98,40.75,927.47,0,755.79,211,26,160016,46579,4295,60822,0,48320,33.636719,-84.428067
ATL,2008,2,YV,264,81,51,2,17,0,11,24,0,5715,3914,335,829,0,637,33.636719,-84.428067
ATL,2009,4,OH,628,293,67,38.9,156.5,0,30.6,10,4,16628,4758,3390,6989,0,1491,33.636719,-84.428067
ATL,2010,9,EV,9394,1410,302,38.42,348.52,3,718.06,93,8,90506,24845,2873,15789,80,46919,33.636719,-84.428067
ATL,2007,9,F9,119,16,11,0,3.69,0,1.31,0,2,702,460,0,218,0,24,33.636719,-84.428067
ATL,2015,10,NK,634,183,5.81,0,167.85,0.77,8.57,4,0,9874,300,0,8740,91,743,33.636719,-84.428067
ATL,2014,8,UA,59,23,7.85,0.45,7.06,0,7.63,1,0,1304,369,15,221,0,699,33.636719,-84.428067
ATL,2010,10,OO,28,5,1.31,0,1,0,2.69,0,0,280,29,0,119,0,132,33.636719,-84.428067
ATL,2016,3,AA,861,156,60.04,1.31,38.11,0,56.54,4,6,8603,3085,176,1530,0,3812,33.636719,-84.428067
ATL,2010,2,FL,5172,1038,139.65,10.58,438.88,0,448.89,235,0,58872,8177,511,18968,0,31216,33.636719,-84.428067
ATL,2015,8,UA,317,70,25.19,2.77,17.84,1,23.2,3,1,4404,1290,315,797,83,1919,33.636719,-84.428067
ATL,2008,8,NW,260,34,18.58,3.94,9.82,0,1.66,2,2,1402,776,219,348,0,59,33.636719,-84.428067
ATL,2013,2,YV,185,38,13,3,12.78,0,9.22,4,1,2276,586,420,494,0,776,33.636719,-84.428067
ATL,2008,1,XE,92,18,5.8,0,7.76,0.4,4.04,2,0,950,360,0,417,13,160,33.636719,-84.428067
ATL,2005,4,HP,150,29,13.98,0,11.69,0,3.33,1,0,1396,947,0,309,0,140,33.636719,-84.428067
ATL,2006,8,MQ,120,26,9.34,0.15,10.26,0,6.26,11,0,1371,515,7,454,0,395,33.636719,-84.428067
ATL,2012,12,F9,60,26,14.86,0.15,6.76,0,4.23,1,0,1106,531,10,300,0,265,33.636719,-84.428067
ATL,2006,7,FL,6965,1415,204.79,13.17,437.73,0,759.3,29,10,76663,8113,667,18864,0,49019,33.636719,-84.428067
ATL,2004,11,DL,17137,4830,560.7,69.7,3317.57,11.68,870.35,187,24,255385,38423,5104,151464,645,59749,33.636719,-84.428067
ATL,2008,8,CO,398,138,22.17,2.6,75.62,0,37.62,4,0,8658,1160,159,3928,0,3411,33.636719,-84.428067
ATL,2015,5,AS,31,5,3.4,0,1.6,0,0,0,0,235,162,0,73,0,0,33.636719,-84.428067
ATL,2015,3,NK,248,54,19.37,0.88,25.89,0,7.87,1,0,2645,957,50,1241,0,397,33.636719,-84.428067
ATL,2012,6,MQ,510,119,37.96,8.63,40.94,1,30.48,8,0,6160,1508,624,2412,39,1577,33.636719,-84.428067
ATL,2009,11,YV,95,18,9,0,9,0,0,1,0,1033,532,0,501,0,0,33.636719,-84.428067
ATL,2014,7,DL,19956,2329,694.17,117.53,748.41,0.86,768.03,35,51,154344,62721,10220,32227,43,49133,33.636719,-84.428067
ATL,2014,6,FL,2779,511,79.99,20.8,201.59,0,208.63,14,11,28011,4341,1509,7704,0,14457,33.636719,-84.428067
ATL,2006,3,OH,403,103,23.19,14.32,60.76,0,4.73,4,1,5202,1170,797,2948,0,287,33.636719,-84.428067
ATL,2013,1,US,438,65,18.84,0.42,31.71,0.2,13.84,4,0,3196,792,77,1459,12,856,33.636719,-84.428067
ATL,2007,11,YV,217,53,17,0,11,0,25,4,0,2466,678,0,449,0,1339,33.636719,-84.428067
ATL,2006,4,FL,6326,1330,105.03,1.94,661.39,0,561.64,22,7,73966,5839,41,32289,0,35797,33.636719,-84.428067
ATL,2005,6,MQ,130,54,15.5,0.65,20.64,0,17.2,7,0,4138,1278,64,1159,0,1637,33.636719,-84.428067
ATL,2008,9,MQ,56,13,8.51,0.05,0.27,0,4.17,6,0,673,382,4,19,0,268,33.636719,-84.428067
ATL,2013,5,WN,801,170,41.95,5.72,58.31,0.59,63.43,0,0,7500,2024,496,2046,10,2924,33.636719,-84.428067
ATL,2015,7,OO,426,77,28.92,2.81,19.87,0.65,24.75,13,2,4649,1894,405,777,13,1560,33.636719,-84.428067
ATL,2005,12,AA,661,240,45.88,8.56,121.43,2.68,61.45,10,0,13981,2136,511,6965,92,4277,33.636719,-84.428067
ATL,2009,3,AA,595,161,51.06,2.85,83.3,0,23.8,30,1,9573,2600,149,5198,0,1626,33.636719,-84.428067
ATL,2014,4,DL,18711,2803,599.87,69.06,1069.84,0,1064.23,17,8,154854,56960,6471,34632,0,56791,33.636719,-84.428067
ATL,2008,9,F9,91,3,0.19,0,1.85,0,0.96,0,0,84,4,0,53,0,27,33.636719,-84.428067
ATL,2013,9,YV,93,7,3,0,1.36,0,2.64,1,0,725,301,0,49,0,375,33.636719,-84.428067
ATL,2009,10,UA,93,24,3.39,0,13.2,0,7.41,0,0,1439,182,0,664,0,593,33.636719,-84.428067
ATL,2011,11,F9,79,7,3.68,0,2.32,0,1,0,0,252,125,0,87,0,40,33.636719,-84.428067
ATL,2008,8,YV,122,42,25,2,11,1,3,2,0,2550,1402,333,563,40,212,33.636719,-84.428067
ATL,2016,1,AS,62,7,4.01,0.84,1.27,0,0.88,0,0,454,147,58,60,0,189,33.636719,-84.428067
ATL,2016,8,F9,463,131,32.8,0,44.46,0,53.75,2,0,9774,2156,0,2281,0,5337,33.636719,-84.428067
ATL,2006,11,F9,86,14,5.08,0.2,6.93,0,1.79,0,0,483,138,3,308,0,34,33.636719,-84.428067
ATL,2006,8,AA,731,188,31.17,16.74,93.21,2.17,44.7,15,7,9808,1584,847,4329,62,2986,33.636719,-84.428067
ATL,2015,3,MQ,130,37,7.92,0.59,18.62,0,9.87,14,0,2036,308,150,742,0,836,33.636719,-84.428067
ATL,2006,10,US,257,88,20.96,0,48.83,0,18.21,2,1,4458,1021,0,2332,0,1105,33.636719,-84.428067
ATL,2005,4,NW,456,99,36.16,18.66,36.03,0,8.14,2,2,4938,1805,1153,1445,0,535,33.636719,-84.428067
ATL,2011,9,YV,135,24,7,1,8.17,0,7.83,1,0,1299,538,51,278,0,432,33.636719,-84.428067
ATL,2007,10,MQ,62,10,3.12,0,2.45,0,4.43,2,0,726,296,0,131,0,299,33.636719,-84.428067
ATL,2005,5,MQ,89,27,9.63,0.84,7.89,0,8.64,6,0,1106,393,68,260,0,385,33.636719,-84.428067
ATL,2011,9,AA,431,73,28.45,2.25,20.4,0,21.91,4,1,4076,1456,315,935,0,1370,33.636719,-84.428067
ATL,2008,4,DL,12049,2393,454.9,9.32,1142.71,0,786.06,82,16,132232,37853,568,45648,0,48163,33.636719,-84.428067
ATL,2015,6,DL,20815,3077,860.95,106.28,993.74,2.72,1113.32,90,113,231391,79063,11683,59015,333,81297,33.636719,-84.428067
ATL,2009,11,XE,236,45,10.99,0.81,28.82,0,4.38,0,0,2059,586,30,946,0,497,33.636719,-84.428067
ATL,2009,12,CO,195,75,15.88,5.31,40.12,0.25,13.44,4,0,4522,905,357,2190,4,1066,33.636719,-84.428067
ATL,2009,12,YV,124,55,24,5,26,0,0,9,0,3126,1266,160,1700,0,0,33.636719,-84.428067
ATL,2006,5,YV,204,64,36,0,16,0,12,1,0,3553,1937,0,740,0,876,33.636719,-84.428067
ATL,2015,9,NK,581,184,48.05,2.78,82.12,0.16,50.9,3,1,12073,2852,149,4233,13,4826,33.636719,-84.428067
ATL,2014,5,AA,405,86,39.71,3.65,10.33,0,32.32,12,1,4378,1825,194,356,0,2003,33.636719,-84.428067
ATL,2010,4,FL,5811,539,78.14,1.9,225.76,0,233.2,60,17,37708,6079,124,13510,0,17995,33.636719,-84.428067
ATL,2008,8,FL,8017,1460,143.16,15.26,597.92,0,703.67,67,32,101184,11859,1248,32275,0,55802,33.636719,-84.428067
ATL,2013,1,OO,132,39,13.47,0,13.77,0,11.76,5,0,1929,596,0,616,0,717,33.636719,-84.428067
ATL,2010,5,AA,420,106,36.24,4.05,45.91,0,19.81,9,3,5918,1942,299,2542,0,1135,33.636719,-84.428067
ATL,2012,12,DL,15817,2051,566.07,43.89,799.43,0.72,640.88,52,8,118161,52874,3097,26304,54,35832,33.636719,-84.428067
ATL,2008,1,EV,11097,2571,1216.9,166.18,814.71,3.84,369.36,579,11,143978,83196,12399,31124,122,17137,33.636719,-84.428067
ATL,2005,4,MQ,85,17,5.58,0,8.57,0,2.86,1,0,1063,373,0,539,0,151,33.636719,-84.428067
ATL,2012,10,DL,17759,2476,559.39,28.6,1092.01,0,795.99,211,15,126996,50221,1594,35676,0,39505,33.636719,-84.428067
ATL,2015,5,AA,475,102,33.66,8.36,29.52,0,30.46,14,3,6789,2226,734,1414,0,2415,33.636719,-84.428067
ATL,2006,12,EV,9208,2210,978.68,174.52,611.82,6.27,438.7,312,7,137126,73770,12887,28099,225,22145,33.636719,-84.428067
ATL,2010,12,F9,87,18,5.42,0,5.49,0,7.09,0,0,947,242,0,339,0,366,33.636719,-84.428067
ATL,2005,12,CO,410,148,27.78,3.34,86.44,0.4,30.04,4,0,9480,1324,258,5969,23,1906,33.636719,-84.428067
ATL,2011,8,DL,17118,2656,680.88,78.62,986.31,0,910.19,275,60,160307,58543,5309,39395,0,57060,33.636719,-84.428067
ATL,2006,3,F9,86,22,7.45,0.4,9.27,0,4.88,0,0,1053,245,20,527,0,261,33.636719,-84.428067
ATL,2005,11,RU,192,55,15.3,0.93,34.87,0,3.9,0,0,3214,827,122,2063,0,202,33.636719,-84.428067
ATL,2014,10,AS,31,5,0.68,0.3,3.41,0,0.62,0,0,174,29,14,115,0,16,33.636719,-84.428067
ATL,2008,9,OO,282,31,7.86,0.47,18.73,0,3.94,8,0,1357,335,41,909,0,72,33.636719,-84.428067
ATL,2009,1,AA,588,142,48.38,11.82,52.09,0.95,28.76,35,1,6669,2071,753,1953,40,1852,33.636719,-84.428067
ATL,2006,5,US,178,46,17.77,0,24.67,0,3.56,0,1,1590,633,0,833,0,124,33.636719,-84.428067
ATL,2009,8,EV,13544,4075,525.64,123.43,1830.6,2.56,1592.78,278,22,246844,35640,10898,88923,97,111286,33.636719,-84.428067
ATL,2006,5,F9,89,14,7.24,0.97,3.99,0,1.81,0,0,496,278,59,115,0,44,33.636719,-84.428067
ATL,2008,3,9E,468,153,27.45,1.97,58.78,0,64.8,24,0,10139,1982,189,3871,0,4097,33.636719,-84.428067
ATL,2014,10,US,515,99,37.06,1.28,44.42,0,16.24,1,0,4182,1808,93,1392,0,889,33.636719,-84.428067
ATL,2010,11,FL,5617,588,84.15,0.32,280.3,0,223.23,19,14,37418,5897,6,14940,0,16575,33.636719,-84.428067
ATL,2007,7,YV,268,83,36,6,16,1,24,6,0,5007,1881,477,843,47,1759,33.636719,-84.428067
ATL,2003,10,CO,403,83,6.66,0.73,61.84,0,13.77,2,0,3200,307,34,2086,0,773,33.636719,-84.428067
ATL,2007,11,EV,11032,2341,1091.26,246.18,756.64,3.07,243.85,125,15,144739,78841,17275,37911,62,10650,33.636719,-84.428067
ATL,2012,7,F9,87,49,15.95,0.08,22.7,0,10.27,1,0,1891,485,8,796,0,602,33.636719,-84.428067
ATL,2016,8,DL,21977,3307,1242.16,89.11,804.36,3.33,1168.04,598,23,395609,196944,8108,61036,321,129200,33.636719,-84.428067
ATL,2003,11,AA,672,130,29.03,10.72,53.27,0,36.98,17,0,5835,1288,523,1997,0,2027,33.636719,-84.428067
ATL,2005,11,OH,538,128,31.6,17.28,75.75,0,3.36,4,0,7688,1545,1300,4602,0,241,33.636719,-84.428067
ATL,2013,7,EV,9017,2970,467.96,173.03,909.5,2.48,1417.03,287,57,222876,43785,16771,53371,207,108742,33.636719,-84.428067
ATL,2015,12,WN,3652,795,236.95,25.92,194.28,6.2,331.65,64,30,43365,12095,2991,7587,128,20564,33.636719,-84.428067
ATL,2013,7,WN,913,283,90.53,24.12,88.62,0.59,79.15,2,12,16067,4637,2413,4610,16,4391,33.636719,-84.428067
ATL,2009,2,EV,10084,2042,268.72,32.47,929.55,2.27,808.98,138,19,111855,19460,3830,40020,74,48471,33.636719,-84.428067
ATL,2004,11,RU,196,73,9.25,1.27,57.18,0,5.31,3,2,4223,422,73,3399,0,329,33.636719,-84.428067
ATL,2014,4,US,445,73,27.33,0,28.72,0.22,16.72,5,0,3563,1683,0,918,4,958,33.636719,-84.428067
ATL,2004,7,US,248,90,14.79,2.5,53.24,0,19.47,10,0,4287,613,143,2071,0,1460,33.636719,-84.428067
ATL,2009,11,MQ,55,10,4.27,0,4.95,0,0.77,0,0,483,126,0,295,0,62,33.636719,-84.428067
ATL,2009,12,UA,89,26,6.58,0.71,9.87,0,8.84,2,0,1643,468,12,549,0,614,33.636719,-84.428067
ATL,2015,4,AS,30,3,2,0,0.02,0,0.98,0,0,163,37,0,2,0,124,33.636719,-84.428067
ATL,2005,7,F9,93,41,10.49,2.57,22.62,0,5.32,0,2,1521,372,89,898,0,162,33.636719,-84.428067
ATL,2007,4,DL,12285,1667,412.63,16.09,692.27,1.69,544.32,62,16,77449,28489,1406,20562,174,26818,33.636719,-84.428067
ATL,2008,4,YV,259,67,41,4,13.53,1,7.47,13,0,4635,2804,581,727,25,498,33.636719,-84.428067
ATL,2012,6,OO,87,23,7.78,1,6.78,0,7.44,0,0,1034,223,93,271,0,447,33.636719,-84.428067
ATL,2014,3,MQ,405,109,28.88,2.93,52.35,0,24.84,17,1,4229,1289,66,1596,0,1278,33.636719,-84.428067
ATL,2013,10,9E,501,49,10.44,0,20.08,0,18.48,4,0,2068,672,0,486,0,910,33.636719,-84.428067
ATL,2004,9,DH,478,76,7.44,0.76,32.67,0,35.12,41,1,4220,272,16,1369,0,2563,33.636719,-84.428067
ATL,2010,6,CO,69,25,4.2,1.21,16.51,0.38,2.7,0,0,1452,211,32,963,11,235,33.636719,-84.428067
ATL,2012,7,OO,191,72,15.61,4.34,21.36,1.45,29.23,9,3,4474,617,487,1075,54,2241,33.636719,-84.428067
ATL,2015,6,MQ,165,41,10.26,0.33,15.88,0,14.53,11,0,1418,351,16,536,0,515,33.636719,-84.428067
ATL,2004,3,HP,155,39,11.71,0,24.68,0,2.61,0,0,1312,439,0,745,0,128,33.636719,-84.428067
ATL,2003,7,CO,387,104,5.17,2.05,79.19,0,17.59,2,0,5970,244,280,4292,0,1154,33.636719,-84.428067
ATL,2013,2,9E,865,131,22.06,2.28,54.45,0.47,51.74,19,0,8156,2312,573,2103,18,3150,33.636719,-84.428067
ATL,2015,8,MQ,171,49,21.69,1.04,13.17,0,13.1,8,1,2831,1182,84,603,0,962,33.636719,-84.428067
ATL,2016,8,UA,603,134,42.63,3.29,38.64,0,49.45,3,2,8292,2283,198,1571,0,4240,33.636719,-84.428067
ATL,2012,3,US,469,79,34.37,0.89,30.58,1.64,11.52,2,0,2907,1496,17,808,75,511,33.636719,-84.428067
ATL,2004,12,HP,155,67,21.61,0,31.56,1.13,12.7,2,1,2417,842,0,933,35,607,33.636719,-84.428067
ATL,2013,6,AA,399,136,35.69,5.27,36.18,0,58.85,12,2,9291,2147,478,2536,0,4130,33.636719,-84.428067
ATL,2012,8,YV,191,36,17.51,2.97,7.79,0,7.73,10,0,2497,970,80,444,0,1003,33.636719,-84.428067
ATL,2013,12,UA,46,25,10.43,2.06,4.5,0,8.01,0,0,1785,568,165,187,0,865,33.636719,-84.428067
ATL,2004,12,EV,8572,2510,637.23,233.5,1349.1,10.86,279.32,329,6,137657,40708,16823,66634,465,13027,33.636719,-84.428067
ATL,2011,11,UA,30,7,2.14,0,0.53,0,4.33,1,0,463,92,0,19,0,352,33.636719,-84.428067
ATL,2009,1,CO,294,71,12.74,3.05,47.21,0.47,7.54,3,0,2582,518,167,1557,7,333,33.636719,-84.428067
ATL,2011,4,UA,36,13,4.84,0,3.85,0,4.3,0,1,638,187,0,270,0,181,33.636719,-84.428067
ATL,2009,11,AA,522,94,30.21,0.52,46.38,0,16.89,3,0,4376,1532,31,1956,0,857,33.636719,-84.428067
ATL,2012,11,AA,392,73,40.09,0,11.14,0,21.77,4,0,2736,1493,0,318,0,925,33.636719,-84.428067
ATL,2009,9,DL,12797,2689,436.08,30.65,1689.09,0,533.17,73,42,158287,40110,3473,80988,0,33716,33.636719,-84.428067
ATL,2007,5,EV,10153,1921,747.72,126.87,617.59,3.64,425.17,96,32,101193,50765,8963,21839,266,19360,33.636719,-84.428067
ATL,2012,2,US,434,47,15.7,0,22.17,0,9.14,1,0,1780,700,0,656,0,424,33.636719,-84.428067
ATL,2014,7,WN,1685,427,122.8,17.21,78.38,0,208.62,20,5,24733,6642,1449,2888,0,13754,33.636719,-84.428067
ATL,2012,11,YV,209,29,14.35,0,4.9,0,9.75,5,0,1831,1005,0,93,0,733,33.636719,-84.428067
ATL,2005,10,OH,558,110,24.42,16.21,69.37,0,0,3,1,6064,1312,1054,3698,0,0,33.636719,-84.428067
ATL,2005,7,MQ,144,61,10.49,0,43.46,0,7.06,9,1,4185,453,0,3119,0,613,33.636719,-84.428067
ATL,2004,11,AA,625,156,22.91,6.56,91.35,2.48,32.7,6,1,8677,1194,580,4502,120,2281,33.636719,-84.428067
ATL,2005,4,US,348,124,34.34,2.87,56.6,0,30.19,3,0,7157,1617,405,3180,0,1955,33.636719,-84.428067
