airport,year,X.month,carrier,arr_flights,arr_del15,carrier_ct,X.weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,X.arr_delay,X.carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Latitude,Longitude
CLT,2005,3,AA,147,20,9.12,0.31,4,0,6.57,0,0,770,359,11,127,0,273,35.214,-80.943139
CLT,2015,10,DL,550,68,36.01,1,16.05,0,14.94,0,0,3211,2023,49,382,0,757,35.214,-80.943139
CLT,2011,2,CO,98,16,8.39,0,5.9,0,1.71,8,0,973,586,0,246,0,141,35.214,-80.943139
CLT,2005,4,US,7886,1097,307.59,15.91,452.14,0,321.36,84,11,43078,12857,870,13513,0,15838,35.214,-80.943139
CLT,2010,6,MQ,266,90,27.98,4.78,31.82,0,25.43,8,1,4963,1515,282,1548,0,1618,35.214,-80.943139
CLT,2015,8,DL,590,70,26.08,4.65,18.83,0,20.45,0,2,3884,1539,304,890,0,1151,35.214,-80.943139
CLT,2007,3,XE,471,146,40.36,10.38,27.05,0.12,68.09,18,0,10554,2796,774,1297,3,5684,35.214,-80.943139
CLT,2008,2,DL,221,32,10.31,1.9,9.41,0,10.38,2,0,1403,714,48,265,0,376,35.214,-80.943139
CLT,2007,7,NW,224,80,37.71,0.94,29.72,0,11.64,8,1,3408,1838,87,907,0,576,35.214,-80.943139
CLT,2009,4,CO,112,23,7.52,0.23,7.87,0.08,7.3,0,0,1526,338,22,464,9,693,35.214,-80.943139
CLT,2007,7,YV,2129,439,132,10,127,0,170,58,5,25908,8364,984,4369,0,12191,35.214,-80.943139
CLT,2008,8,NW,224,30,16.19,0,10.3,0,3.51,0,0,1116,770,0,243,0,103,35.214,-80.943139
CLT,2005,6,US,7673,1530,405.97,41.62,531.63,0,550.78,130,34,80253,20193,2804,22119,0,35137,35.214,-80.943139
CLT,2005,6,DH,236,68,15.34,0.83,22.8,0,29.03,13,0,4481,621,72,1276,0,2512,35.214,-80.943139
CLT,2006,9,FL,297,87,16.49,0,18.13,0,52.37,3,0,4564,813,0,648,0,3103,35.214,-80.943139
CLT,2012,7,DL,464,128,31.54,10.88,48.83,0,36.75,1,3,7838,1804,889,2410,0,2735,35.214,-80.943139
CLT,2006,8,YV,1995,460,147,15,103,2,193,37,11,25520,8666,985,3367,108,12394,35.214,-80.943139
CLT,2014,3,AA,176,33,15.74,1.56,6.54,0,9.16,6,1,1499,686,67,292,0,454,35.214,-80.943139
CLT,2013,12,EV,588,235,66.56,0.61,75.22,0,92.61,27,0,16056,5360,41,3519,0,7136,35.214,-80.943139
CLT,2014,8,OO,16,6,1.27,0,3.58,0,1.15,0,0,152,37,0,82,0,33,35.214,-80.943139
CLT,2008,11,NW,170,34,12.48,0,21.01,0,0.51,0,0,1084,523,0,550,0,11,35.214,-80.943139
CLT,2014,8,WN,188,67,22.88,3.46,11.22,0,29.44,0,0,2999,910,214,334,0,1541,35.214,-80.943139
CLT,2011,6,OO,70,22,6.67,0.15,9.32,0,5.85,3,0,1149,334,7,376,0,432,35.214,-80.943139
CLT,2012,7,US,7261,1150,256.6,50.03,541.85,1,300.52,52,22,58464,14397,3612,21869,87,18499,35.214,-80.943139
CLT,2012,7,EV,497,195,58.34,4.43,57.51,0,74.72,20,4,15367,5016,475,3306,0,6570,35.214,-80.943139
CLT,2003,11,EV,30,1,0,0.86,0.14,0,0,1,0,35,0,30,5,0,0,35.214,-80.943139
CLT,2010,6,UA,60,14,1.37,0,4.38,0,8.25,2,0,1034,107,0,224,0,703,35.214,-80.943139
CLT,2010,1,US,6598,1179,246.04,14.59,593.73,3.83,320.81,207,3,51256,13281,826,17911,189,19049,35.214,-80.943139
CLT,2006,2,MQ,375,109,28.95,4.44,48.3,0,27.31,10,0,4630,1088,248,1625,0,1669,35.214,-80.943139
CLT,2013,8,OO,25,4,0.59,0,2.18,0,1.23,0,0,243,40,0,97,0,106,35.214,-80.943139
CLT,2008,12,B6,154,41,13.14,0.55,14.34,0,12.97,3,0,3413,1159,34,686,0,1534,35.214,-80.943139
CLT,2015,1,EV,343,97,25.5,4.94,38.63,0,27.92,13,1,5733,1980,518,1568,0,1667,35.214,-80.943139
CLT,2010,1,EV,16,8,3.74,0,1.43,0,2.84,0,0,471,266,0,35,0,170,35.214,-80.943139
CLT,2008,3,DL,270,68,22.52,2.23,23.05,0,20.2,4,1,3400,1227,181,986,0,1006,35.214,-80.943139
CLT,2007,2,AA,127,34,15.81,1.29,3.74,0,13.15,4,0,1768,827,91,126,0,724,35.214,-80.943139
CLT,2011,10,UA,32,1,0.46,0,0.54,0,0,0,0,50,23,0,27,0,0,35.214,-80.943139
CLT,2006,12,UA,163,36,10.58,0,10.44,0,14.98,11,0,1895,468,0,486,0,941,35.214,-80.943139
CLT,2012,12,DL,373,59,22.35,1,20.26,0,15.4,0,0,2313,1161,25,526,0,601,35.214,-80.943139
CLT,2008,9,MQ,313,63,20.35,3.69,26.6,0,12.36,4,1,2890,958,329,978,0,625,35.214,-80.943139
CLT,2009,7,YV,1723,322,158,16,148,0,0,19,4,18646,9948,1022,7676,0,0,35.214,-80.943139
CLT,2005,9,RU,377,85,9.77,5.54,51.23,0,18.46,15,0,3667,595,200,1705,0,1167,35.214,-80.943139
CLT,2004,11,DH,230,41,11.97,1,7.08,0,20.96,0,1,2085,476,47,330,0,1232,35.214,-80.943139
CLT,2003,11,DL,203,29,7.11,0,18.87,0,3.01,1,0,982,374,0,521,0,87,35.214,-80.943139
CLT,2008,7,FL,242,93,18.77,0.62,31.18,0,42.43,1,2,6906,579,21,1408,0,4898,35.214,-80.943139
CLT,2016,4,DL,552,66,31.94,2.02,22.49,0,9.55,0,0,2768,1657,142,633,0,336,35.214,-80.943139
CLT,2009,2,AA,130,19,10.49,0,4.82,0,3.69,2,0,864,450,0,210,0,204,35.214,-80.943139
CLT,2008,4,DL,263,58,13.87,0.65,23.9,0,19.59,1,0,2790,749,75,986,0,980,35.214,-80.943139
CLT,2014,7,WN,208,84,30.2,5.97,16.16,0,31.67,1,0,4343,1167,391,796,0,1989,35.214,-80.943139
CLT,2007,8,OH,191,67,17.54,11.82,32.57,0,5.07,5,0,3888,860,1245,1372,0,411,35.214,-80.943139
CLT,2013,10,YV,3139,512,95.88,9.56,143.45,1,262.11,92,4,28529,7160,687,4576,15,16091,35.214,-80.943139
CLT,2012,3,B6,147,27,17.62,0,1.97,0,7.4,0,0,1529,917,0,84,0,528,35.214,-80.943139
CLT,2007,9,XE,329,51,17.74,0.69,14.21,0,18.37,3,0,3189,1031,43,593,0,1522,35.214,-80.943139
CLT,2014,4,B6,116,19,2.65,0,14.96,0,1.39,2,0,749,154,0,519,0,76,35.214,-80.943139
CLT,2006,3,UA,155,33,13.93,0,5.26,0,13.82,6,0,1770,580,0,211,0,979,35.214,-80.943139
CLT,2012,2,AA,132,18,8.94,0,5.33,0,3.73,2,0,784,489,0,165,0,130,35.214,-80.943139
CLT,2007,2,UA,149,44,17.12,0.75,6.5,0,19.63,11,0,2653,1207,38,303,0,1105,35.214,-80.943139
CLT,2003,12,RU,391,103,23.86,0.66,50.69,1.59,26.2,19,0,4247,1034,61,1526,211,1415,35.214,-80.943139
CLT,2011,4,EV,55,5,2,0,1,0,2,1,1,239,44,0,152,0,43,35.214,-80.943139
CLT,2009,1,MQ,150,24,4.72,4.27,11.17,0,3.84,1,1,1344,202,231,541,0,370,35.214,-80.943139
CLT,2009,6,B6,204,69,18.56,0.65,26.94,0,22.85,0,0,4471,1300,41,1268,0,1862,35.214,-80.943139
CLT,2009,9,OH,90,17,3.91,0.2,12.89,0,0,0,0,639,165,10,464,0,0,35.214,-80.943139
CLT,2012,6,MQ,460,78,23.79,7.16,27.93,0,19.12,14,0,3858,1205,406,1165,0,1082,35.214,-80.943139
CLT,2013,8,9E,138,27,9.71,0,10.52,0,6.77,1,0,1416,396,0,517,0,503,35.214,-80.943139
CLT,2009,5,XE,325,74,20.65,0.71,43.45,0.62,8.57,0,1,3338,886,40,1573,13,826,35.214,-80.943139
CLT,2008,2,EV,42,15,7.57,1.67,4.98,0,0.78,1,0,730,321,246,149,0,14,35.214,-80.943139
CLT,2015,7,OO,56,20,5.27,0,10.41,0,4.32,3,1,762,196,0,332,0,234,35.214,-80.943139
CLT,2009,9,XE,288,30,7.83,0.5,19.06,0.14,2.47,0,1,933,264,12,602,3,52,35.214,-80.943139
CLT,2007,6,NW,221,72,30.35,1.72,31.31,0,8.62,17,1,3548,1619,124,1170,0,635,35.214,-80.943139
CLT,2005,8,OH,306,68,28.95,9.69,29.35,0,0,7,0,2790,1348,698,744,0,0,35.214,-80.943139
CLT,2010,6,FL,168,44,5,0,10.16,0,28.84,0,0,2099,178,0,464,0,1457,35.214,-80.943139
CLT,2006,12,B6,124,61,16.07,0.95,27.44,0.03,16.52,0,0,4691,1301,273,1318,3,1796,35.214,-80.943139
CLT,2008,1,AA,143,33,17.35,0.62,2.98,0,12.05,2,0,1492,747,14,141,0,590,35.214,-80.943139
CLT,2007,8,MQ,484,142,48.17,3.56,49.02,0,41.25,23,1,7234,2794,160,2207,0,2073,35.214,-80.943139
CLT,2006,11,FL,294,71,16.45,1,21.19,0,32.36,0,0,3034,673,30,711,0,1620,35.214,-80.943139
CLT,2005,2,AA,129,10,2.12,0.5,3,0,4.38,2,1,468,168,58,54,0,188,35.214,-80.943139
CLT,2014,2,MQ,380,80,25.97,4.23,33.19,0,16.61,54,1,4523,1712,483,1318,0,1010,35.214,-80.943139
CLT,2006,12,DL,146,26,8.31,1.42,8.68,0,7.58,0,0,1139,406,47,332,0,354,35.214,-80.943139
CLT,2009,7,EV,31,11,3.86,0.71,4.33,0,2.1,0,0,746,180,56,289,0,221,35.214,-80.943139
CLT,2003,8,RU,365,96,16.14,3.38,66.33,0,10.15,15,4,4930,816,122,3138,0,854,35.214,-80.943139
CLT,2009,1,UA,92,11,4.56,0,3.09,0,3.35,0,0,575,176,0,149,0,250,35.214,-80.943139
CLT,2006,8,XE,443,144,30.2,2.37,65.31,4.01,42.12,4,7,7743,1451,88,2979,146,3079,35.214,-80.943139
CLT,2004,2,RU,383,93,14.72,0.02,62.33,0,15.92,2,1,3057,550,1,1825,0,681,35.214,-80.943139
CLT,2014,4,AA,172,27,11.67,1.11,7.57,0,6.66,1,0,1419,810,19,233,0,357,35.214,-80.943139
CLT,2016,8,AA,8192,1476,431.51,46.25,532.08,3.39,462.77,73,20,89063,31329,4388,23910,204,29232,35.214,-80.943139
CLT,2012,5,DL,447,80,20.29,1.97,40,0,17.74,0,2,3308,970,89,1508,0,741,35.214,-80.943139
CLT,2008,6,UA,154,51,14.85,2.06,16.06,0,18.03,4,1,3154,972,73,831,0,1278,35.214,-80.943139
CLT,2014,11,WN,148,29,10.32,0,7.16,0,11.52,0,0,1312,415,0,265,0,632,35.214,-80.943139
CLT,2013,8,EV,638,171,49.41,4.07,42.29,0,75.22,17,2,10951,2956,267,1975,0,5753,35.214,-80.943139
CLT,2014,1,DL,395,119,48.06,11.09,28.05,0,31.8,22,0,7578,3532,947,1072,0,2027,35.214,-80.943139
CLT,2008,3,OH,140,50,9.24,14.4,21.45,1,3.91,8,0,2960,780,1075,770,15,320,35.214,-80.943139
CLT,2010,8,MQ,299,85,25.19,8.36,24.9,0,26.54,4,0,4053,1051,629,989,0,1384,35.214,-80.943139
CLT,2003,10,RU,372,62,17.75,0.52,33.55,0,10.18,3,0,2019,749,14,849,0,407,35.214,-80.943139
CLT,2015,7,DL,597,87,36.17,5.13,23.52,0,22.19,0,0,5598,2589,280,1030,0,1699,35.214,-80.943139
CLT,2007,11,AA,143,22,7.8,0.37,6.58,0,7.25,0,0,1076,396,24,289,0,367,35.214,-80.943139
CLT,2008,11,AA,138,14,7.09,0,3.74,0,3.16,2,0,507,280,0,97,0,130,35.214,-80.943139
CLT,2016,6,UA,106,17,2.89,0.51,3.4,0,10.21,1,0,1214,225,13,86,0,890,35.214,-80.943139
CLT,2010,9,OH,67,10,4.66,0,5.34,0,0,1,0,542,361,0,181,0,0,35.214,-80.943139
CLT,2012,2,OO,26,5,1.92,0,0.3,0,2.78,0,0,206,129,0,12,0,65,35.214,-80.943139
CLT,2013,3,OO,24,4,0.66,0,2.11,0.52,0.72,0,0,107,16,0,65,12,14,35.214,-80.943139
CLT,2016,4,B6,111,16,10.55,0.22,4.18,0,1.05,0,1,1070,676,29,245,0,120,35.214,-80.943139
CLT,2007,11,OH,131,31,10.49,10.83,6.79,0,2.9,5,0,1575,496,736,212,0,131,35.214,-80.943139
CLT,2009,5,FL,235,83,18.38,0.53,35.53,0,28.56,0,0,4420,1170,20,1391,0,1839,35.214,-80.943139
CLT,2007,1,US,6106,1553,382.24,18.13,740.58,0,412.05,70,11,59394,16139,1117,22719,0,19419,35.214,-80.943139
CLT,2008,1,XE,357,124,35.45,3.19,35.69,1.35,48.31,4,3,6407,1746,116,1485,73,2987,35.214,-80.943139
CLT,2009,6,XE,316,68,19.25,1.53,34.28,1.34,11.6,2,0,3469,979,179,1244,30,1037,35.214,-80.943139
CLT,2012,1,EV,336,85,31.28,2.67,23.23,0,27.82,0,1,5247,2166,333,984,0,1764,35.214,-80.943139
CLT,2009,2,FL,134,32,4.84,0,16.62,0,10.53,0,0,1457,156,0,501,0,800,35.214,-80.943139
CLT,2013,10,9E,88,12,4.26,0,4.97,0,2.77,1,1,500,228,0,131,0,141,35.214,-80.943139
CLT,2013,7,MQ,473,209,52,11.99,98.91,0.74,45.36,12,0,10939,2856,785,4443,49,2806,35.214,-80.943139
CLT,2014,7,F9,18,10,2.63,0,4.96,0,2.4,2,0,712,166,0,365,0,181,35.214,-80.943139
CLT,2014,2,UA,23,5,1.18,0.61,2.65,0,0.55,2,0,234,88,22,103,0,21,35.214,-80.943139
CLT,2015,9,B6,117,22,7.68,0.75,10.68,0,2.89,0,0,1187,416,48,472,0,251,35.214,-80.943139
CLT,2007,4,9E,90,15,4.53,1.6,3.34,0,5.54,0,0,1011,408,70,167,0,366,35.214,-80.943139
CLT,2008,4,UA,153,41,11.53,1.26,10.55,0,17.66,1,0,1903,557,50,349,0,947,35.214,-80.943139
CLT,2014,12,WN,153,49,18.13,0.21,10.26,0,20.41,0,0,1854,647,20,349,0,838,35.214,-80.943139
CLT,2015,4,EV,290,67,15.8,2,32.16,0,17.04,5,1,2871,672,86,1215,0,898,35.214,-80.943139
CLT,2007,8,US,6346,1647,413.71,26.57,671.74,17.72,517.26,68,6,75651,20308,1836,21827,470,31210,35.214,-80.943139
CLT,2014,2,F9,10,2,0.7,0,0.21,0,1.09,1,0,51,16,0,6,0,29,35.214,-80.943139
CLT,2013,9,AA,170,53,29.81,1.29,8.93,0,12.97,1,0,2690,1468,58,318,0,846,35.214,-80.943139
CLT,2008,2,B6,143,59,13.96,0.79,22.67,0,21.58,3,0,4246,1101,103,1144,0,1898,35.214,-80.943139
CLT,2016,6,DL,572,90,32.53,5.72,29.53,0,22.23,0,2,6008,2318,442,1538,0,1710,35.214,-80.943139
CLT,2007,12,NW,200,94,34.4,0.82,53.13,0,5.64,2,0,3929,1712,45,1932,0,240,35.214,-80.943139
CLT,2005,4,MQ,270,40,14.15,1.3,15.15,0,9.4,5,0,1765,551,138,572,0,504,35.214,-80.943139
CLT,2015,10,UA,52,2,0.29,0,0.05,0,1.66,0,0,220,28,0,9,0,183,35.214,-80.943139
CLT,2013,8,YV,3309,677,113.48,10,215.69,2,335.83,50,3,32433,7849,590,6242,74,17678,35.214,-80.943139
CLT,2008,4,OH,138,45,12.69,7.95,22.66,0,1.71,2,0,1958,626,488,700,0,144,35.214,-80.943139
CLT,2006,5,EV,36,2,1.87,0,0.13,0,0,0,0,106,100,0,6,0,0,35.214,-80.943139
CLT,2007,10,OO,62,4,4,0,0,0,0,0,0,128,128,0,0,0,0,35.214,-80.943139
CLT,2007,3,UA,155,45,10.99,1.38,14.01,0,18.63,0,0,2774,551,147,733,0,1343,35.214,-80.943139
CLT,2013,1,YV,2243,305,42.73,11.31,92.92,0,158.04,57,1,18637,3450,1152,3556,0,10479,35.214,-80.943139
CLT,2012,2,MQ,419,59,13.85,3.75,33.4,0,8,6,0,2404,572,147,1046,0,639,35.214,-80.943139
CLT,2004,8,EV,31,2,1,0,1,0,0,0,0,111,82,0,29,0,0,35.214,-80.943139
CLT,2007,5,EV,3,1,0,0,0,0,1,0,0,52,0,0,0,0,52,35.214,-80.943139
CLT,2015,1,WN,148,38,18.85,0.03,6.73,0,12.39,1,0,1638,697,2,297,0,642,35.214,-80.943139
CLT,2005,6,EV,101,31,13.25,5.84,10.91,0,1,6,2,2151,911,606,616,0,18,35.214,-80.943139
CLT,2015,2,US,6840,1206,350.78,57.06,438.13,2.07,357.97,405,9,66342,23074,5700,17435,89,20044,35.214,-80.943139
CLT,2016,2,WN,166,32,9.21,0.98,13.64,0,8.16,4,0,1369,471,102,422,0,374,35.214,-80.943139
CLT,2012,10,MQ,445,107,31.3,1.07,51.55,0,23.08,21,1,3986,1226,72,1506,0,1182,35.214,-80.943139
CLT,2004,6,DL,240,82,14.32,1.42,35.46,0,30.8,2,1,5001,728,149,1739,0,2385,35.214,-80.943139
CLT,2006,6,FL,281,91,24.68,0,21.6,0,44.72,3,0,6203,1187,0,1415,0,3601,35.214,-80.943139
CLT,2006,6,EV,83,30,12.1,11.05,6.85,0,0,1,0,1683,440,1030,213,0,0,35.214,-80.943139
CLT,2008,8,FL,239,66,17.46,0,19.44,0,29.09,1,0,3841,925,0,855,0,2061,35.214,-80.943139
CLT,2004,6,TZ,108,26,1.89,0,11.66,0,12.45,1,0,1704,125,0,767,0,812,35.214,-80.943139
CLT,2014,12,EV,488,124,35.81,0.13,49.44,0,38.62,8,0,6177,2401,3,1634,0,2139,35.214,-80.943139
CLT,2014,2,B6,108,26,6.59,1.22,12.92,0,5.26,14,0,1331,446,76,458,0,351,35.214,-80.943139
CLT,2014,10,UA,27,5,3,0,1.49,0,0.51,0,0,154,92,0,33,0,29,35.214,-80.943139
CLT,2014,9,B6,116,11,3.63,0,6.32,0,1.05,0,0,441,126,0,197,0,118,35.214,-80.943139
CLT,2006,4,FL,194,50,12.18,1,11.93,0,24.89,0,1,2404,667,69,411,0,1257,35.214,-80.943139
CLT,2006,3,RU,411,107,24.74,4.21,45.02,1.91,31.11,1,0,5999,1328,224,1982,35,2430,35.214,-80.943139
CLT,2005,6,DL,258,56,12.28,0.86,18.37,0,24.49,22,0,2878,740,33,845,0,1260,35.214,-80.943139
CLT,2006,7,UA,153,41,9.82,1,14.81,0,15.37,3,2,2480,526,120,738,0,1096,35.214,-80.943139
CLT,2007,12,B6,155,62,14.25,0.86,25.28,0,21.61,4,1,4081,660,149,1244,0,2028,35.214,-80.943139
CLT,2008,12,AA,145,26,16,0.55,3.25,0,6.2,0,1,1312,832,30,103,0,347,35.214,-80.943139
CLT,2006,5,NW,231,56,29.67,2.1,20.99,0,3.24,1,3,2281,1292,301,560,0,128,35.214,-80.943139
CLT,2011,6,MQ,435,124,26.75,9.47,69.59,0,18.19,26,1,6081,1291,578,3105,0,1107,35.214,-80.943139
CLT,2012,1,US,7253,830,203.7,13.82,398.94,1.23,212.31,48,5,35762,10731,922,13163,60,10886,35.214,-80.943139
CLT,2003,6,NW,210,37,19.75,0.55,12.96,0,3.74,2,0,1503,814,67,380,0,242,35.214,-80.943139
CLT,2015,5,US,7517,819,240.07,22.68,302.54,1.34,252.37,39,13,41466,12789,1977,9689,67,16944,35.214,-80.943139
CLT,2007,11,YV,2012,362,113,5,90,0,154,48,1,19285,6377,460,2557,0,9891,35.214,-80.943139
CLT,2008,3,YV,1929,447,186,15,154,1,91,66,7,24056,10249,1287,6011,46,6463,35.214,-80.943139
CLT,2016,6,WN,199,66,30.16,0,12.8,0.07,22.97,1,0,4065,1623,0,624,13,1805,35.214,-80.943139
CLT,2014,5,B6,119,20,5.52,0.98,8.76,0,4.75,2,0,1048,419,41,318,0,270,35.214,-80.943139
CLT,2014,5,WN,181,54,22.29,1.96,5.34,0,24.41,1,0,3092,828,162,374,0,1728,35.214,-80.943139
CLT,2007,2,US,5516,1884,532.13,60.84,677.87,0,613.16,194,13,93994,24266,6318,23438,0,39972,35.214,-80.943139
CLT,2013,6,DL,490,137,50.47,7.66,49,0,29.87,0,2,8856,2882,896,2901,0,2177,35.214,-80.943139
CLT,2004,1,RU,383,80,18.7,5.38,35.56,0,20.36,12,0,3847,975,338,1249,0,1285,35.214,-80.943139
CLT,2012,7,UA,28,12,5.3,1.34,1.95,0,3.42,0,0,711,239,186,67,0,219,35.214,-80.943139
CLT,2005,2,OH,331,77,20.41,14.78,40.81,1,0,8,0,3588,1040,844,1626,78,0,35.214,-80.943139
CLT,2005,2,UA,178,23,7.43,0,5.93,0,9.64,0,0,1029,288,0,179,0,562,35.214,-80.943139
CLT,2009,8,CO,120,34,6.29,1.64,20.01,0,6.06,0,0,2500,448,64,1420,0,568,35.214,-80.943139
CLT,2008,8,AA,179,53,24.48,1.02,13.01,0,14.49,7,0,2524,1091,35,635,0,763,35.214,-80.943139
CLT,2016,9,WN,205,47,11.65,1.79,19.25,0,14.31,0,2,1832,410,112,612,0,698,35.214,-80.943139
CLT,2014,8,F9,25,9,0.67,0,6.07,0,2.26,1,0,769,59,0,483,0,227,35.214,-80.943139
CLT,2007,5,XE,447,126,27.4,6,42.19,1,49.41,5,0,8575,1710,610,2179,22,4054,35.214,-80.943139
CLT,2010,7,FL,183,47,13.58,0.61,12.43,0,20.38,0,0,3269,881,49,780,0,1559,35.214,-80.943139
CLT,2007,9,DL,246,24,7.47,1.07,5.06,0,10.4,0,0,1239,237,71,180,0,751,35.214,-80.943139
CLT,2008,10,CO,26,4,0.8,0,3.2,0,0,0,0,96,16,0,80,0,0,35.214,-80.943139
CLT,2015,8,F9,62,17,3.39,0,9.27,0,4.34,0,0,564,107,0,278,0,179,35.214,-80.943139
CLT,2006,12,XE,448,159,30.69,3.28,70.69,1.28,53.06,11,0,9452,2137,206,3118,38,3953,35.214,-80.943139
CLT,2004,11,TZ,107,12,4.83,0,3.17,0.32,3.68,0,0,603,134,0,164,36,269,35.214,-80.943139
CLT,2006,10,DL,155,76,17.41,0.93,29.99,0,27.67,0,0,3503,782,96,962,0,1663,35.214,-80.943139
CLT,2016,4,EV,47,10,3.89,0.11,2.95,0,3.05,0,0,506,313,2,91,0,100,35.214,-80.943139
CLT,2009,7,NW,146,48,19.06,0,20.99,0,7.95,0,2,1565,708,0,642,0,215,35.214,-80.943139
CLT,2016,8,UA,93,17,4.72,1.75,2.34,0,8.18,0,0,1198,311,100,141,0,646,35.214,-80.943139
CLT,2015,4,F9,54,12,2.94,0,7.93,0,1.13,0,0,536,134,0,352,0,50,35.214,-80.943139
CLT,2010,5,B6,182,27,8.84,0.78,13.57,0,3.81,1,0,1282,413,92,575,0,202,35.214,-80.943139
CLT,2006,1,UA,155,33,15.86,0,9.57,0,7.57,4,1,1765,656,0,305,0,804,35.214,-80.943139
CLT,2015,12,EV,126,22,8.21,0,8,0,5.79,6,0,1510,443,0,335,0,732,35.214,-80.943139
CLT,2005,1,US,7464,1310,311.58,43.39,409.96,0,545.07,203,15,59342,13687,2121,13812,0,29722,35.214,-80.943139
CLT,2011,12,MQ,428,77,28.82,1.28,32.5,0,14.4,0,0,3175,1394,123,1085,0,573,35.214,-80.943139
CLT,2003,11,NW,201,32,11.35,0.26,18.13,0,2.26,1,0,1030,458,10,477,0,85,35.214,-80.943139
CLT,2013,1,US,7275,1055,249.14,16.48,530.5,2.39,256.49,59,4,49271,16085,1595,17335,47,14209,35.214,-80.943139
CLT,2010,11,9E,72,7,3,0,0,0,4,1,0,384,137,0,0,0,247,35.214,-80.943139
CLT,2011,11,US,7037,688,213.35,5.28,260.58,1.52,207.26,41,1,26932,10600,236,6923,69,9104,35.214,-80.943139
CLT,2005,9,MQ,413,88,31.52,2.82,36.76,0,16.9,7,0,4615,1181,165,1670,0,1599,35.214,-80.943139
CLT,2013,3,9E,179,28,1.95,0,23,0,3.05,5,0,1504,150,0,1025,0,329,35.214,-80.943139
CLT,2009,10,MQ,238,44,20.87,1.42,12.02,0,9.69,1,0,2258,1306,43,374,0,535,35.214,-80.943139
CLT,2015,3,B6,120,36,8.67,0.28,14.9,0,12.16,2,0,2251,522,52,451,0,1226,35.214,-80.943139
CLT,2009,3,YV,1616,443,161,24,240.35,1,16.65,41,8,25080,10506,2118,11525,43,888,35.214,-80.943139
CLT,2006,10,NW,232,100,33.37,1.58,57.92,0,7.13,4,0,3355,1177,71,1662,0,445,35.214,-80.943139
CLT,2012,11,B6,125,14,4.99,1.05,2.86,0,5.1,4,1,850,207,23,71,0,549,35.214,-80.943139
CLT,2015,6,US,7299,1186,295.44,46.4,450.57,5.44,388.14,47,9,61909,17951,3775,16744,189,23250,35.214,-80.943139
CLT,2010,9,CO,122,26,6.82,0.63,14.91,0,3.63,1,0,1245,416,21,421,0,387,35.214,-80.943139
CLT,2006,4,EV,68,27,7.18,3.59,14.23,1,1,0,0,1009,276,169,419,108,37,35.214,-80.943139
CLT,2011,7,MQ,439,140,49.35,8.53,55.38,0,26.74,19,1,6698,2302,642,2308,0,1446,35.214,-80.943139
CLT,2008,3,MQ,411,148,40.36,4.06,53.58,0,50,12,1,7954,2293,263,2183,0,3215,35.214,-80.943139
CLT,2004,10,OO,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35.214,-80.943139
CLT,2012,4,OO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.214,-80.943139
CLT,2008,12,EV,53,31,9.77,0.92,15.51,0,4.8,3,0,1490,515,104,557,0,314,35.214,-80.943139
CLT,2013,4,9E,124,21,6.35,0,3.5,0,11.15,4,1,1695,781,0,180,0,734,35.214,-80.943139
CLT,2016,5,UA,134,26,6.57,2.43,5.08,0,11.93,1,0,2315,444,129,281,0,1461,35.214,-80.943139
CLT,2012,6,YV,2425,221,83.68,1,44,1,91.32,26,0,12722,5619,72,1630,16,5385,35.214,-80.943139
CLT,2005,5,AA,150,43,11.18,4.64,22.1,0,5.08,1,0,2313,544,416,1044,0,309,35.214,-80.943139
CLT,2008,12,XE,453,142,36.11,13.39,44.26,0.27,47.97,26,1,9566,1840,1023,1783,6,4914,35.214,-80.943139
CLT,2012,12,MQ,436,125,36.13,13.77,47.96,0,27.15,6,3,6146,1925,765,1601,0,1855,35.214,-80.943139
CLT,2008,2,MQ,444,145,42.05,7.81,43.89,0,51.26,26,0,8352,2442,451,1970,0,3489,35.214,-80.943139
CLT,2008,1,YV,1948,491,180,28,168,1,114,148,11,29775,12130,3123,6763,43,7716,35.214,-80.943139
CLT,2008,8,MQ,325,79,18.6,2.29,40.97,0,17.15,7,0,4282,912,103,2039,0,1228,35.214,-80.943139
CLT,2005,12,DL,200,66,14.34,0.58,24.6,0,26.48,4,0,2799,545,47,792,0,1415,35.214,-80.943139
CLT,2006,1,MQ,415,143,34.93,6.13,71.46,0,30.48,14,1,6047,1626,330,2419,0,1672,35.214,-80.943139
CLT,2010,10,AA,145,19,9.42,0,7.87,0,1.71,1,0,1896,1265,0,247,0,384,35.214,-80.943139
CLT,2006,11,DL,146,41,14.64,1.5,13.21,0,11.65,0,0,1694,683,60,431,0,520,35.214,-80.943139
CLT,2005,12,RU,397,121,29.55,2.8,47.29,1,40.37,7,1,7381,2149,213,1918,55,3046,35.214,-80.943139
CLT,2010,11,US,7153,855,194.05,3.19,432.9,3.56,221.3,31,0,31703,11085,151,10934,352,9181,35.214,-80.943139
CLT,2004,5,OH,83,14,6.94,2.76,4.3,0,0,0,0,636,361,153,122,0,0,35.214,-80.943139
CLT,2006,8,EV,67,27,16.58,1,8.71,0,0.71,3,0,1063,770,15,249,0,29,35.214,-80.943139
